,pais_origem,pais_visitado,dist_origem,dist_paisvist,k6_returner,k6_explorer,k6_root_cat,k6_sub_cat,k10_returner,k10_explorer,k10_root_cat,k10_sub_cat,all_sub_cat,all_root_cat
6037764_FROM_MX_IN_US,MX,US,2.157069152,2.7498692858,1,0,"Travel & Transport,Travel & Transport,Travel & Transport,Arts & Entertainment,Shop & Service,Food","Airport,Airport,Airport Lounge,Soccer Stadium,Gas Station / Garage,Coffee Shop",1,0,"Travel & Transport,Travel & Transport,Travel & Transport,Arts & Entertainment,Shop & Service,Food,Travel & Transport,Travel & Transport,Travel & Transport,Outdoors & Recreation","Airport,Airport,Airport Lounge,Soccer Stadium,Gas Station / Garage,Coffee Shop,Rest Area,General Travel,Hotel,Neighborhood","Airport,Airport Lounge,Soccer Stadium,Gas Station / Garage,Coffee Shop,Rest Area,General Travel,Hotel,Neighborhood","Travel & Transport,Arts & Entertainment,Shop & Service,Food,Outdoors & Recreation"
4180484_FROM_MX_IN_US,MX,US,2.3544589311,2.1817554385,1,0,"Residence,Professional & Other Places,Travel & Transport,Outdoors & Recreation,Food,Travel & Transport","Residential Building (Apartment / Condo),Office,Airport,Gym,Juice Bar,Hotel",1,0,"Residence,Professional & Other Places,Travel & Transport,Outdoors & Recreation,Food,Travel & Transport,College & University,Travel & Transport,Travel & Transport,Food","Residential Building (Apartment / Condo),Office,Airport,Gym,Juice Bar,Hotel,College Stadium,Hotel,Hotel,Mexican Restaurant","Residential Building (Apartment / Condo),Office,Airport,Gym,Juice Bar,Hotel,College Stadium,Mexican Restaurant,Cocktail Bar,Airport Terminal,Music Store,Music Venue,Neighborhood,Pizza Place,Steakhouse,Burger Joint,Other Nightlife,Home (private),Restaurant,South American Restaurant,General Entertainment,Speakeasy,Taco Place,Brewery,Soccer Stadium,Bar,Mall,Theater,Event Space,Nightclub,Spanish Restaurant,Mobile Phone Shop,Toll Plaza,Road,Park,Sandwich Place,Food & Drink Shop,Movie Theater","Residence,Professional & Other Places,Travel & Transport,Outdoors & Recreation,Food,College & University,Nightlife Spot,Shop & Service,Arts & Entertainment"
17330579_FROM_MX_IN_US,MX,US,1.9961137983,2.0567744496,1,0,"Residence,Professional & Other Places,Residence,Travel & Transport,Food,Travel & Transport","Residential Building (Apartment / Condo),Government Building,Home (private),Airport,Taco Place,Airport",1,0,"Residence,Professional & Other Places,Residence,Travel & Transport,Food,Travel & Transport,Travel & Transport,Shop & Service,Arts & Entertainment,Shop & Service","Residential Building (Apartment / Condo),Government Building,Home (private),Airport,Taco Place,Airport,Airport Terminal,Mall,Movie Theater,Supermarket","Residential Building (Apartment / Condo),Government Building,Home (private),Airport,Taco Place,Airport Terminal,Mall,Movie Theater,Supermarket,Wings Joint,Plaza,Housing Development,Airport Gate,Mexican Restaurant,Burger Joint,Soccer Stadium,Convenience Store,Bus Station,Fried Chicken Joint,University,Brewery","Residence,Professional & Other Places,Travel & Transport,Food,Shop & Service,Arts & Entertainment,Outdoors & Recreation,College & University,Nightlife Spot"
44245379_FROM_US_IN_TR,US,TR,1.9616784589,1.7767757377,1,0,"Outdoors & Recreation,Travel & Transport,Outdoors & Recreation,Food,Shop & Service,Food","Gym / Fitness Center,Airport,Plaza,American Restaurant,Mall,Food Truck",1,0,"Outdoors & Recreation,Travel & Transport,Outdoors & Recreation,Food,Shop & Service,Food,Shop & Service,Arts & Entertainment,College & University,Shop & Service","Gym / Fitness Center,Airport,Plaza,American Restaurant,Mall,Food Truck,Mall,Multiplex,College Library,Mall","Gym / Fitness Center,Airport,Plaza,American Restaurant,Mall,Food Truck,Multiplex,College Library,Café,Turkish Restaurant,Toll Plaza","Outdoors & Recreation,Travel & Transport,Food,Shop & Service,Arts & Entertainment,College & University"
412628_FROM_JP_IN_US,JP,US,0.3850714364,2.2725105041,1,0,"Travel & Transport,Travel & Transport,Professional & Other Places,Travel & Transport,Shop & Service,Travel & Transport","Train Station,Train Station,Building,Subway,Convenience Store,Train Station",1,0,"Travel & Transport,Travel & Transport,Professional & Other Places,Travel & Transport,Shop & Service,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport,Travel & Transport","Train Station,Train Station,Building,Subway,Convenience Store,Train Station,Train Station,Train Station,Train Station,Subway","Train Station,Building,Subway,Convenience Store,Café,Ramen / Noodle House,Video Store,Donut Shop,Coffee Shop,Rock Club,Gym / Fitness Center,Fast Food Restaurant,Office,Seafood Restaurant,Chinese Restaurant,Airport,Airport Gate,Burger Joint,Doctor's Office,Electronics Store,Tech Startup,Rest Area,Light Rail,Clothing Store,Pub,University,Hotel,Event Space,Japanese Restaurant,Sake Bar","Travel & Transport,Professional & Other Places,Shop & Service,Food,Arts & Entertainment,Outdoors & Recreation,Nightlife Spot,College & University"
60714036_FROM_MX_IN_US,MX,US,1.9529752131,2.6680606312,1,0,"Food,Travel & Transport,Shop & Service,Shop & Service,Travel & Transport,Food","Sandwich Place,Airport,Mall,Bank,Airport,Steakhouse",1,0,"Food,Travel & Transport,Shop & Service,Shop & Service,Travel & Transport,Food,Nightlife Spot,Nightlife Spot,Residence,Professional & Other Places","Sandwich Place,Airport,Mall,Bank,Airport,Steakhouse,Cocktail Bar,Bar,Residential Building (Apartment / Condo),Convention Center","Sandwich Place,Airport,Mall,Bank,Steakhouse,Cocktail Bar,Bar,Residential Building (Apartment / Condo),Convention Center,High School,Airport Terminal,Bus Station,Irish Pub,Mexican Restaurant","Food,Travel & Transport,Shop & Service,Nightlife Spot,Residence,Professional & Other Places"
35600423_FROM_TR_IN_US,TR,US,1.5453859883,2.7351411333,1,0,"Travel & Transport,Food,Travel & Transport,Food,Food,Food","Airport,Café,Airport,Café,Restaurant,Turkish Restaurant",1,0,"Travel & Transport,Food,Travel & Transport,Food,Food,Food,Food,Nightlife Spot,Outdoors & Recreation,Outdoors & Recreation","Airport,Café,Airport,Café,Restaurant,Turkish Restaurant,Seafood Restaurant,Lounge,Neighborhood,Beach","Airport,Café,Restaurant,Turkish Restaurant,Seafood Restaurant,Lounge,Neighborhood,Beach,Dessert Shop,Mall,Hotel,Basketball Stadium","Travel & Transport,Food,Nightlife Spot,Outdoors & Recreation,Shop & Service,Arts & Entertainment"
28653060_FROM_MX_IN_US,MX,US,1.8343513335,1.9159325477,1,0,"Shop & Service,Arts & Entertainment,Arts & Entertainment,Food,Food,Food","Bookstore,Multiplex,Theater,Italian Restaurant,Caribbean Restaurant,Burger Joint",1,0,"Shop & Service,Arts & Entertainment,Arts & Entertainment,Food,Food,Food,Food,Food,Nightlife Spot,Food","Bookstore,Multiplex,Theater,Italian Restaurant,Caribbean Restaurant,Burger Joint,Restaurant,Snack Place,Bar,Indian Restaurant","Bookstore,Multiplex,Theater,Italian Restaurant,Caribbean Restaurant,Burger Joint,Restaurant,Snack Place,Bar,Indian Restaurant,Mexican Restaurant,Food Truck,Flea Market,Bakery,Airport,Coffee Shop,Vegetarian / Vegan Restaurant,General Entertainment","Shop & Service,Arts & Entertainment,Food,Nightlife Spot,Travel & Transport"
50259339_FROM_US_IN_MX,US,MX,2.1525630944,2.2462913156,0,0,"College & University,Residence,Shop & Service,Outdoors & Recreation,Outdoors & Recreation,Food","University,Home (private),Mall,Neighborhood,Plaza,Food Truck",0,0,"College & University,Residence,Shop & Service,Outdoors & Recreation,Outdoors & Recreation,Food,Food,Arts & Entertainment,Nightlife Spot,Food","University,Home (private),Mall,Neighborhood,Plaza,Food Truck,Food Truck,Movie Theater,Beer Garden,Bakery","Home (private),Train Station,Airport,Men's Store,American Restaurant","Residence,Travel & Transport,Shop & Service,Food"
21606879_FROM_US_IN_JP,US,JP,2.2939277969,1.168626158,1,0,"Travel & Transport,Travel & Transport,Shop & Service,College & University,Food,Nightlife Spot","Airport,Airport,Mall,University,Fast Food Restaurant,Bar",1,0,"Travel & Transport,Travel & Transport,Shop & Service,College & University,Food,Nightlife Spot,Food,Food,Outdoors & Recreation,Professional & Other Places","Airport,Airport,Mall,University,Fast Food Restaurant,Bar,Japanese Restaurant,American Restaurant,Town,Buddhist Temple","Airport,Mall,University,Fast Food Restaurant,Bar,Japanese Restaurant,American Restaurant,Town,Buddhist Temple,Vietnamese Restaurant","Travel & Transport,Shop & Service,College & University,Food,Nightlife Spot,Outdoors & Recreation,Professional & Other Places"
75761923_FROM_BR_IN_US,BR,US,2.4887834431,2.3171712271,0,1,"Shop & Service,Shop & Service,Residence,Food,Outdoors & Recreation,College & University","Mall,Bank,Housing Development,Café,Plaza,Student Center",1,0,"Shop & Service,Shop & Service,Residence,Food,Outdoors & Recreation,College & University,Outdoors & Recreation,Food,Shop & Service,Travel & Transport","Mall,Bank,Housing Development,Café,Plaza,Student Center,Plaza,Cafeteria,Department Store,Airport","Mall,Bank,Housing Development,Café,Plaza,Student Center,Cafeteria,Department Store,Airport,Tech Startup,College Administrative Building,Soccer Stadium,Neighborhood,Home (private),Stadium,Museum,Miscellaneous Shop,Photography Lab,Gym / Fitness Center,Boutique,Hospital,Movie Theater,Bar,Park,Community College","Shop & Service,Residence,Food,Outdoors & Recreation,College & University,Travel & Transport,Professional & Other Places,Arts & Entertainment,Nightlife Spot"
6841459_FROM_MX_IN_US,MX,US,1.7107254698,2.4854611932,0,1,"College & University,Outdoors & Recreation,Shop & Service,Professional & Other Places,Shop & Service,Professional & Other Places","Law School,Athletics & Sports,Mall,Building,Mall,Office",0,1,"College & University,Outdoors & Recreation,Shop & Service,Professional & Other Places,Shop & Service,Professional & Other Places,Professional & Other Places,Food,Food,Travel & Transport","Law School,Athletics & Sports,Mall,Building,Mall,Office,Medical Center,Breakfast Spot,Mexican Restaurant,Airport","Law School,Athletics & Sports,Mall,Building,Office,Medical Center,Breakfast Spot,Mexican Restaurant,Airport,Multiplex,Airport Terminal,Wings Joint,Bridal Shop,Park,Bar,Italian Restaurant,Women's Store,Burger Joint,Conference,Street Fair,Other Event,Café,Movie Theater,Taco Place,Department Store,Event Space,Supermarket,Veterinarian,Sushi Restaurant,Sandwich Place,Government Building,Concert Hall","College & University,Outdoors & Recreation,Shop & Service,Professional & Other Places,Food,Travel & Transport,Arts & Entertainment,Nightlife Spot,Event"
3284541_FROM_JP_IN_US,JP,US,1.0995541304,1.6354180122,0,1,"Shop & Service,Shop & Service,Shop & Service,Travel & Transport,Shop & Service,Shop & Service","Convenience Store,Supermarket,Gas Station / Garage,Train Station,Grocery Store,Gas Station / Garage",1,0,"Shop & Service,Shop & Service,Shop & Service,Travel & Transport,Shop & Service,Shop & Service,Shop & Service,Shop & Service,Travel & Transport,Shop & Service","Convenience Store,Supermarket,Gas Station / Garage,Train Station,Grocery Store,Gas Station / Garage,Automotive Shop,Convenience Store,Train Station,Miscellaneous Shop","Convenience Store,Supermarket,Gas Station / Garage,Train Station,Grocery Store,Automotive Shop,Miscellaneous Shop,Mall,Electronics Store,Fast Food Restaurant,Car Dealership,Diner,Bank,Department Store,Food,City Hall,Restaurant,Men's Store,Food & Drink Shop,Airport,Police Station,Furniture / Home Store,Bike Shop,Italian Restaurant,Arts & Entertainment,Airport Gate,Sushi Restaurant,Japanese Restaurant,Bookstore,Eye Doctor,Thrift / Vintage Store,BBQ Joint,Office,Warehouse Store,Discount Store,Scenic Lookout,Road,Park,Science Museum,Government Building,University,Hobby Shop,Ramen / Noodle House,Bridge,Drugstore / Pharmacy,Mobile Phone Shop,Motorcycle Shop,Airport Terminal,Market","Shop & Service,Travel & Transport,Food,Professional & Other Places,Arts & Entertainment,Outdoors & Recreation,College & University"
19197817_FROM_MX_IN_US,MX,US,2.0320104227,1.7746772666,1,0,"College & University,Food,Food,College & University,College & University,College & University","University,Café,Restaurant,College Library,College Football Field,College Academic Building",1,0,"College & University,Food,Food,College & University,College & University,College & University,Nightlife Spot,Travel & Transport,Professional & Other Places,Outdoors & Recreation","University,Café,Restaurant,College Library,College Football Field,College Academic Building,Bar,Airport,Library,Other Great Outdoors","University,Café,Restaurant,College Library,College Football Field,College Academic Building,Bar,Airport,Library,Other Great Outdoors,College Cafeteria,Salon / Barbershop,Clothing Store,Shoe Store,Convention","College & University,Food,Nightlife Spot,Travel & Transport,Professional & Other Places,Outdoors & Recreation,Shop & Service,Event"
1091506_FROM_BR_IN_US,BR,US,3.0423871196,2.1820592273,1,0,"Travel & Transport,Professional & Other Places,Outdoors & Recreation,Professional & Other Places,Arts & Entertainment,Food","Airport,Office,Martial Arts Dojo,Office,Theater,Steakhouse",1,0,"Travel & Transport,Professional & Other Places,Outdoors & Recreation,Professional & Other Places,Arts & Entertainment,Food,Travel & Transport,Food,Outdoors & Recreation,Shop & Service","Airport,Office,Martial Arts Dojo,Office,Theater,Steakhouse,Bus Line,Sushi Restaurant,Gym / Fitness Center,Automotive Shop","Airport,Office,Martial Arts Dojo,Theater,Steakhouse,Bus Line,Sushi Restaurant,Gym / Fitness Center,Automotive Shop","Travel & Transport,Professional & Other Places,Outdoors & Recreation,Arts & Entertainment,Food,Shop & Service"
21897163_FROM_GB_IN_US,GB,US,1.8784245449,2.226107173,1,0,"Arts & Entertainment,Food,Outdoors & Recreation,Food,Food,Travel & Transport","Multiplex,Coffee Shop,Gym,American Restaurant,Burrito Place,Airport Terminal",1,0,"Arts & Entertainment,Food,Outdoors & Recreation,Food,Food,Travel & Transport,Nightlife Spot,Food,Food,Food","Multiplex,Coffee Shop,Gym,American Restaurant,Burrito Place,Airport Terminal,Bar,Italian Restaurant,Italian Restaurant,Sandwich Place","Multiplex,Coffee Shop,Gym,American Restaurant,Burrito Place,Airport Terminal,Bar,Italian Restaurant,Sandwich Place,Café","Arts & Entertainment,Food,Outdoors & Recreation,Travel & Transport,Nightlife Spot"
4726785_FROM_MX_IN_US,MX,US,1.7504080432,2.0463629375,1,0,"Food,Nightlife Spot,Travel & Transport,Food,Food,Travel & Transport","Coffee Shop,Pub,Hotel,Mexican Restaurant,Mexican Restaurant,Airport",1,0,"Food,Nightlife Spot,Travel & Transport,Food,Food,Travel & Transport,Food,Travel & Transport,Food,Food","Coffee Shop,Pub,Hotel,Mexican Restaurant,Mexican Restaurant,Airport,Taco Place,Airport,Asian Restaurant,Food","Coffee Shop,Pub,Hotel,Mexican Restaurant,Airport,Taco Place,Asian Restaurant,Food,Restaurant,Wings Joint,Mall,Japanese Restaurant,Bar,Steakhouse,Seafood Restaurant,Italian Restaurant,Beer Garden,Speakeasy,History Museum,Ice Cream Shop,Pizza Place,Karaoke Bar,City,Nightclub","Food,Nightlife Spot,Travel & Transport,Shop & Service,Arts & Entertainment,Outdoors & Recreation"
6973693_FROM_ID_IN_US,ID,US,1.4112934711,1.7051341484,0,1,"Residence,Professional & Other Places,Arts & Entertainment,College & University,Nightlife Spot,Shop & Service","Home (private),Office,Movie Theater,Student Center,Speakeasy,Mall",0,1,"Residence,Professional & Other Places,Arts & Entertainment,College & University,Nightlife Spot,Shop & Service,Arts & Entertainment,Arts & Entertainment,Travel & Transport,Travel & Transport","Home (private),Office,Movie Theater,Student Center,Speakeasy,Mall,Movie Theater,Movie Theater,Road,Street","Home (private),Office,Movie Theater,Student Center,Speakeasy,Mall,Road,Street,Laundry Service,Farm,Church,Garden,Department Store,Halal Restaurant,Bank,Resort,Convenience Store,Grocery Store,Donut Shop,Airport,Residential Building (Apartment / Condo),Women's Store,Cosmetics Shop,Boutique,Warehouse,Other Nightlife,Neighborhood,Burger Joint,Lounge,Indonesian Restaurant,Chinese Restaurant,Financial or Legal Service,BBQ Joint,College Administrative Building,Bakery,Parking,Beach,City,Betawinese Restaurant,Salon / Barbershop,Fish Market,Gift Shop,Park,Fried Chicken Joint,Breakfast Spot,Clothing Store,Factory,Southern / Soul Food Restaurant,Farmers Market,Historic Site,Laboratory,Dessert Shop,Ramen / Noodle House,Recycling Facility,Food Court,Other Great Outdoors,Pizza Place,Town,Recreation Center,Outlet Store,Monument / Landmark,Lake,Seafood Restaurant,ATM,Rest Area,Asian Restaurant,Building,Event Space,Toy / Game Store,Government Building,Scenic Lookout,Bike Rental / Bike Share,Water Park,Nail Salon,Ski Lodge,Hot Spring,Vegetarian / Vegan Restaurant,Soccer Stadium,Temple,Fast Food Restaurant,Furniture / Home Store,Japanese Restaurant,Mountain,Snack Place,Sports Bar,Music Store,Shoe Store,Fish & Chips Shop,Airport Gate,Library,Supermarket,Manadonese Restaurant,Gas Station / Garage","Residence,Professional & Other Places,Arts & Entertainment,College & University,Nightlife Spot,Shop & Service,Travel & Transport,Outdoors & Recreation,Food"
